slot_annotation_id,narrative_id,incident_schema,slot_name,slot_description,slot_status,extracted_value,normalised_value,linked_entity_ids,linked_event_ids,mandatory_for_schema,priority,sensitivity,reason_required,question_required,contradiction_id,annotator_id,reviewer_id
SLOT000107,NAR000009_EN,consumer_disputes,merchant_identity,"Shop, platform, seller, or service provider involved",provided,Restaurant,restaurant,NONE,EVT000009_001;EVT000009_002,True,1,normal,Needed for consumer complaint notice.,False,NONE,SLOT_ANN_001,REV887
SLOT000108,NAR000009_EN,consumer_disputes,product_or_service,Product or service purchased or disputed,partially_provided,Overcharging and hidden fees,overcharging and hidden fees,NONE,EVT000009_001;EVT000009_002,True,1,normal,Defines subject of consumer dispute.,True,NONE,SLOT_ANN_001,REV887
SLOT000109,NAR000009_EN,consumer_disputes,payment_information,"Whether payment, bill, invoice, or charge is described",missing,not stated,not stated,NONE,EVT000009_001;EVT000009_002,True,2,sensitive,Supports refund and deficiency claim.,True,NONE,SLOT_ANN_001,REV887
SLOT000110,NAR000009_EN,consumer_disputes,refund_or_remedy_requested,"Whether user requested refund, replacement, or fix",provided,"Dear Consumer Forum Support, I am writing to formally register a merchant complaint regarding a severe instance of overcharging and hidden fees that occurred at Restaurant on 2026-07-05 at 04:50 hours","dear consumer forum support, i am writing to formally register a merchant complaint regarding a severe instance of overcharging and hidden fees that occurred at restaurant on 2026-07-05 at 04:50 hours",NONE,EVT000009_001;EVT000009_002,True,2,normal,Shows prior attempt to resolve dispute.,False,NONE,SLOT_ANN_001,REV887
SLOT000111,NAR000009_EN,consumer_disputes,evidence_available,"Invoice, photo, proof, or other evidence",optional,not stated,not_stated,NONE,EVT000009_001;EVT000009_002,False,3,sensitive,Improves complaint strength.,True,NONE,SLOT_ANN_001,REV887
SLOT000112,NAR000009_EN,consumer_disputes,loss_or_harm,Financial or service harm suffered,provided,loss indicated,loss indicated,NONE,EVT000009_001;EVT000009_002,True,2,normal,Shows consumer injury or deficiency.,False,NONE,SLOT_ANN_001,REV887
SLOT000113,NAR000009_EN,consumer_disputes,prior_resolution_attempt,Any earlier complaint or escalation to merchant,provided,"Dear Consumer Forum Support, I am writing to formally register a merchant complaint regarding a severe instance of overcharging and hidden fees that occurred at Restaurant on 2026-07-05 at 04:50 hours","dear consumer forum support, i am writing to formally register a merchant complaint regarding a severe instance of overcharging and hidden fees that occurred at restaurant on 2026-07-05 at 04:50 hours",NONE,EVT000009_001;EVT000009_002,False,4,normal,Affects escalation path.,False,NONE,SLOT_ANN_001,REV887
SLOT000114,NAR000010_EN,financial_fraud,incident_date,Date or relative date when the incident happened,provided,2023-01-22,2023-01-22,NONE,EVT000010_001;EVT000010_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV622
SLOT000115,NAR000010_EN,financial_fraud,incident_time,Time or approximate time of the incident,provided,09:18,09:18,NONE,EVT000010_001;EVT000010_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV622
SLOT000116,NAR000010_EN,financial_fraud,incident_location,"Place, platform, or setting where the incident occurred",provided,Shop,shop,NONE,EVT000010_001;EVT000010_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV622
SLOT000117,NAR000010_EN,financial_fraud,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000010_001;EVT000010_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV622
SLOT000118,NAR000010_EN,financial_fraud,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000010_001;EVT000010_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV622
SLOT000119,NAR000010_EN,financial_fraud,transaction_type,Type of fraudulent transaction or scheme,provided,Credit card cloning,credit card cloning,NONE,EVT000010_001;EVT000010_002,True,1,sensitive,"Frames bank, police, or cyber complaint.",False,NONE,SLOT_ANN_001,REV622
SLOT000120,NAR000010_EN,financial_fraud,amount_or_asset,"Money, account balance, policy, loan, or asset affected",provided,"Closer inspection confirmed a premeditated instance of credit card cloning, with the perpetrator executing unauthorized balance transfers using fraudulent credentials before logging out","closer inspection confirmed a premeditated instance of credit card cloning, with the perpetrator executing unauthorized balance transfers using fraudulent credentials before logging out",NAR000010_EN_E001,EVT000010_001;EVT000010_002,True,2,sensitive,Quantifies financial exposure.,False,NONE,SLOT_ANN_001,REV622
SLOT000121,NAR000010_EN,financial_fraud,bank_or_wallet,"Bank, wallet, card, account, or platform involved",partially_provided,The internal auditor observed highly irregular transaction entries passing through the shop around 09:18,the internal auditor observed highly irregular transaction entries passing through the shop around 09:18,NONE,EVT000010_001;EVT000010_002,False,2,highly sensitive,Needed for freeze/dispute process.,False,NONE,SLOT_ANN_001,REV622
SLOT000122,NAR000010_EN,financial_fraud,transaction_identifier,"Reference number, UTR, card, cheque, or claim identifier",partially_provided,The internal auditor observed highly irregular transaction entries passing through the shop around 09:18,the internal auditor observed highly irregular transaction entries passing through the shop around 09:18,NONE,EVT000010_001;EVT000010_002,False,3,highly sensitive,Supports traceability.,False,NONE,SLOT_ANN_001,REV622
SLOT000123,NAR000010_EN,financial_fraud,fraud_method,How deception or unauthorised transfer occurred,provided,Credit card cloning,credit card cloning,NONE,EVT000010_001;EVT000010_002,True,1,normal,Determines complaint category.,False,NONE,SLOT_ANN_001,REV622
SLOT000124,NAR000010_EN,financial_fraud,documents_or_audit_trail,"Preserved records, logs, policy papers, or documents",partially_provided,The internal auditor observed highly irregular transaction entries passing through the shop around 09:18,the internal auditor observed highly irregular transaction entries passing through the shop around 09:18,NONE,EVT000010_001;EVT000010_002,False,3,sensitive,Supports investigation.,False,NONE,SLOT_ANN_001,REV622
SLOT000125,NAR000010_EN,financial_fraud,institution_notified,"Whether bank, insurer, employer, or platform was notified",optional,not stated,not_stated,NONE,EVT000010_001;EVT000010_002,False,3,normal,Affects next escalation.,True,NONE,SLOT_ANN_001,REV622
SLOT000126,NAR000010_EN,financial_fraud,time_since_transaction,How recently the loss or attempt occurred,partially_provided,2023-01-22,2023-01-22,NONE,EVT000010_001;EVT000010_002,False,4,normal,Matters for reversal/freeze windows.,False,NONE,SLOT_ANN_001,REV622
SLOT000127,NAR000011_EN,assault_threats,incident_date,Date or relative date when the incident happened,provided,2026-07-01,2026-07-01,NONE,EVT000011_001;EVT000011_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV751
SLOT000128,NAR000011_EN,assault_threats,incident_time,Time or approximate time of the incident,provided,17:56,17:56,NONE,EVT000011_001;EVT000011_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV751
SLOT000129,NAR000011_EN,assault_threats,incident_location,"Place, platform, or setting where the incident occurred",provided,Social media,social media,NONE,EVT000011_001;EVT000011_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV751
SLOT000130,NAR000011_EN,assault_threats,current_safety_risk,Whether anyone is currently in danger,provided,risk indicated,risk_present,NONE,EVT000011_001;EVT000011_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV751
SLOT000131,NAR000011_EN,assault_threats,police_reporting_status,Whether police or authorities were contacted,provided,no,no,NONE,EVT000011_001;EVT000011_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV751
SLOT000132,NAR000011_EN,assault_threats,threat_or_attack_description,"Words, conduct, or physical act reported",missing,not stated,not_stated,NONE,EVT000011_001;EVT000011_002,True,1,highly sensitive,Determines emergency risk and offence type.,True,NONE,SLOT_ANN_001,REV751
SLOT000133,NAR000011_EN,assault_threats,injury_details,Any injury or bodily harm,missing,not stated,not_stated,NONE,EVT000011_001;EVT000011_002,True,1,highly sensitive,Determines medical and legal urgency.,True,NONE,SLOT_ANN_001,REV751
SLOT000134,NAR000011_EN,assault_threats,weapon_mentioned,Whether a weapon is mentioned,provided,threat or intimidation indicated,threat_indicated,NONE,EVT000011_001;EVT000011_002,True,1,highly sensitive,Affects immediate danger assessment.,False,NONE,SLOT_ANN_001,REV751
SLOT000135,NAR000011_EN,assault_threats,alleged_offender_identity,Known or unknown alleged offender detail,partially_provided,hr,hr,NONE,EVT000011_001;EVT000011_002,False,2,sensitive,Supports protective action and complaint.,False,NONE,SLOT_ANN_001,REV751
SLOT000136,NAR000011_EN,assault_threats,witness_available,Whether bystanders or witnesses are mentioned,partially_provided,witness or bystander mentioned,witness_mentioned,NONE,EVT000011_001;EVT000011_002,False,3,sensitive,Supports corroboration.,False,NONE,SLOT_ANN_001,REV751
SLOT000137,NAR000011_EN,assault_threats,safe_place_available,Whether complainant has moved to safety or has support nearby,optional,not stated,not_stated,NONE,EVT000011_001;EVT000011_002,False,2,normal,Guides immediate safety planning.,True,NONE,SLOT_ANN_001,REV751
SLOT000138,NAR000011_EN,assault_threats,ongoing_threat,Whether threat is current or continuing,provided,risk indicated,risk_present,NONE,EVT000011_001;EVT000011_002,True,1,highly sensitive,Controls emergency redirect.,False,NONE,SLOT_ANN_001,REV751
SLOT000139,NAR000011_EN,assault_threats,medical_help_status,Whether medical help was sought or needed,optional,not stated,not_stated,NONE,EVT000011_001;EVT000011_002,False,2,highly sensitive,Controls medical escalation.,True,NONE,SLOT_ANN_001,REV751
SLOT000140,NAR000012_EN,consumer_disputes,incident_date,Date or relative date when the incident happened,provided,2023-01-25,2023-01-25,NONE,EVT000012_001;EVT000012_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV805
SLOT000141,NAR000012_EN,consumer_disputes,incident_time,Time or approximate time of the incident,provided,02:32,02:32,NONE,EVT000012_001;EVT000012_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV805
SLOT000142,NAR000012_EN,consumer_disputes,incident_location,"Place, platform, or setting where the incident occurred",provided,Shop,shop,NONE,EVT000012_001;EVT000012_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV805
SLOT000143,NAR000012_EN,consumer_disputes,current_safety_risk,Whether anyone is currently in danger,provided,no immediate danger stated,no_current_danger_stated,NONE,EVT000012_001;EVT000012_002,True,1,highly sensitive,Controls emergency escalation and safety guidance.,False,NONE,SLOT_ANN_001,REV805
SLOT000144,NAR000012_EN,consumer_disputes,police_reporting_status,Whether police or authorities were contacted,provided,yes,yes,NONE,EVT000012_001;EVT000012_002,False,3,normal,Determines next procedural step and complaint history.,False,NONE,SLOT_ANN_001,REV805
SLOT000145,NAR000012_EN,consumer_disputes,merchant_identity,"Shop, platform, seller, or service provider involved",provided,Shop,shop,NONE,EVT000012_001;EVT000012_002,True,1,normal,Needed for consumer complaint notice.,False,NONE,SLOT_ANN_001,REV805
SLOT000146,NAR000012_EN,consumer_disputes,product_or_service,Product or service purchased or disputed,partially_provided,Expired or contaminated goods sale,expired or contaminated goods sale,NONE,EVT000012_001;EVT000012_002,True,1,normal,Defines subject of consumer dispute.,True,NONE,SLOT_ANN_001,REV805
SLOT000147,NAR000012_EN,consumer_disputes,payment_information,"Whether payment, bill, invoice, or charge is described",missing,not stated,not stated,NONE,EVT000012_001;EVT000012_002,True,2,sensitive,Supports refund and deficiency claim.,True,NONE,SLOT_ANN_001,REV805
SLOT000148,NAR000012_EN,consumer_disputes,refund_or_remedy_requested,"Whether user requested refund, replacement, or fix",missing,not stated,not stated,NONE,EVT000012_001;EVT000012_002,True,2,normal,Shows prior attempt to resolve dispute.,True,NONE,SLOT_ANN_001,REV805
SLOT000149,NAR000012_EN,consumer_disputes,evidence_available,"Invoice, photo, proof, or other evidence",partially_provided,"A customer was contesting a distinct case of expired or contaminated goods sale, showing clear evidence to the merchant, who continuously refused liability or proper resolution","a customer was contesting a distinct case of expired or contaminated goods sale, showing clear evidence to the merchant, who continuously refused liability or proper resolution",NONE,EVT000012_001;EVT000012_002,False,3,sensitive,Improves complaint strength.,False,NONE,SLOT_ANN_001,REV805
SLOT000150,NAR000012_EN,consumer_disputes,loss_or_harm,Financial or service harm suffered,provided,loss indicated,loss indicated,NONE,EVT000012_001;EVT000012_002,True,2,normal,Shows consumer injury or deficiency.,False,NONE,SLOT_ANN_001,REV805
SLOT000151,NAR000012_EN,consumer_disputes,prior_resolution_attempt,Any earlier complaint or escalation to merchant,optional,not stated,not stated,NONE,EVT000012_001;EVT000012_002,False,4,normal,Affects escalation path.,False,NONE,SLOT_ANN_001,REV805
SLOT000152,NAR000013_EN,consumer_disputes,incident_date,Date or relative date when the incident happened,provided,2026-06-26,2026-06-26,NONE,EVT000013_001;EVT000013_002,True,1,normal,Establishes limitation periods and timeline.,False,NONE,SLOT_ANN_001,REV882
SLOT000153,NAR000013_EN,consumer_disputes,incident_time,Time or approximate time of the incident,provided,03:09,03:09,NONE,EVT000013_001;EVT000013_002,True,2,normal,Helps sequence events and corroborate evidence.,False,NONE,SLOT_ANN_001,REV882
SLOT000154,NAR000013_EN,consumer_disputes,incident_location,"Place, platform, or setting where the incident occurred",provided,Shop,shop,NONE,EVT000013_001;EVT000013_002,True,1,normal,Determines jurisdiction and immediate response route.,False,NONE,SLOT_ANN_001,REV882
