classification_id,narrative_id,primary_category,secondary_categories,procedural_intents,user_goal,urgency_class,current_danger,ongoing_incident,medical_emergency,incident_medium,current_or_past,property_involved,threat_involved,injury_involved,weapon_mentioned,minor_involved,police_already_contacted,legal_aid_requested,recommended_route,annotator_1_label,annotator_2_label,adjudicated_label,reviewer_id
CLS000094,NAR000094_EN,Family Law,Divorce proceedings conflict;Child access dispute,legal_aid_request;lawyer_handoff,Find a lawyer and understand urgent family-court options,LEGAL_INFORMATION,False,True,False,physical,past,True,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV285
CLS000095,NAR000095_EN,Employment/Labour,Breach of employment contract;Unpaid dues,complaint_preparation;legal_aid_request,Recover employment dues and document the contract breach,CASE_PREPARATION,False,True,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV260
CLS000096,NAR000096_EN,Employment/Labour,Safe working conditions violation;Workplace non-compliance,complaint_preparation,Document unsafe construction-site conditions,CASE_PREPARATION,False,True,False,physical,past,False,False,False,False,unknown,False,False,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV537
CLS000097,NAR000097_EN,Domestic Violence,Economic deprivation;Coercive control,complaint_preparation;legal_aid_request,Document continuing economic abuse and seek intervention,ONGOING_THREAT,False,True,False,physical,past,True,True,False,False,unknown,True,True,incident_preparation,Domestic Violence,Domestic Violence,Domestic Violence,REV620
CLS000098,NAR000098_EN,Assault & Threats,Physical altercation;Direct threats;Physical injury,complaint_preparation;legal_aid_request,Document the hostel altercation and request protection,ONGOING_THREAT,False,True,False,physical,past,True,True,True,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV574
CLS000099,NAR000099_EN,Miscellaneous,Minor civic infrastructure issue;Localized hazard,complaint_preparation,Submit a municipal infrastructure grievance,CASE_PREPARATION,False,True,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV273
CLS000100,NAR000100_EN,Consumer Disputes,Refusal of service refund;Merchant refusal,complaint_preparation;legal_aid_request,Prepare a refused-refund consumer complaint,CASE_PREPARATION,False,False,False,online,past,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV961
CLS000101,NAR000101_EN,Consumer Disputes,Refusal of service refund;Merchant refusal,complaint_preparation;legal_aid_request,Prepare a refused-refund consumer complaint,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV198
CLS000102,NAR000102_EN,Domestic Violence,Emotional and verbal abuse;Unlawful confinement,emergency_assistance;complaint_preparation,Get immediate safety assistance after being locked in a room,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,True,True,False,False,unknown,True,False,emergency_redirect,Domestic Violence,Domestic Violence,Domestic Violence,REV934
CLS000103,NAR000103_EN,Theft and robbery,Shopbreaking;Forced property entry,complaint_preparation;legal_aid_request,Document the shopbreaking and property loss,CASE_PREPARATION,False,False,False,physical,recent,True,True,False,False,unknown,False,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV599
CLS000104,NAR000104_EN,Family Law,Guardianship dispute;Child access;Court-order non-compliance,legal_aid_request;lawyer_handoff,Find a family lawyer for an urgent guardianship motion,LEGAL_INFORMATION,False,True,False,hybrid,recent,True,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV956
CLS000105,NAR000105_EN,Consumer Disputes,Defective product delivery;Active merchant dispute,complaint_preparation;legal_aid_request,Resolve an ongoing defective-product dispute,CASE_PREPARATION,False,True,False,hybrid,current,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV264
CLS000106,NAR000106_EN,Property Disputes,Boundary wall dispute;Unauthorized alteration;Physical injury,complaint_preparation;legal_aid_request,Prepare a boundary-dispute complaint with injury details,CASE_PREPARATION,False,False,False,physical,past,True,False,True,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV536
CLS000107,NAR000107_EN,Cybercrime,Ransomware attack;Network intrusion,complaint_preparation,Document the ransomware intrusion and containment,CASE_PREPARATION,False,False,False,online,past,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV571
CLS000108,NAR000108_EN,Employment/Labour,Breach of employment contract;Management non-compliance,complaint_preparation;legal_aid_request,Escalate an employment-contract breach to the labour authority,CASE_PREPARATION,False,False,False,online,past,True,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV568
CLS000109,NAR000109_EN,Employment/Labour,Safe working conditions violation;Workplace injury risk,complaint_preparation;legal_aid_request,Report continuing unsafe workplace conditions,CASE_PREPARATION,False,True,False,physical,current,False,False,True,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV645
CLS000110,NAR000110_EN,Miscellaneous,Public nuisance dispute;Municipal service failure,complaint_preparation,Track a community nuisance complaint,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,True,False,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV550
CLS000111,NAR000111_EN,Cybercrime,Phishing scam;Credential compromise,complaint_preparation,Report a phishing incident and secure credentials,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV155
CLS000112,NAR000112_EN,Property Disputes,Inheritance property claim;Threatened escalation;Physical injury,complaint_preparation;legal_aid_request,Document an inheritance dispute and prevent further escalation,CASE_PREPARATION,False,False,False,physical,past,True,True,True,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV999
CLS000113,NAR000113_EN,Traffic & Road Incidents,Drunk driving accident;Hit and run;Vehicle damage,complaint_preparation;legal_aid_request,Report a suspected drunk-driving hit and run,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV580
CLS000114,NAR000114_EN,Traffic & Road Incidents,Traffic signal violation dispute;Vehicle damage;Active road obstruction,emergency_assistance;legal_aid_request,Alert responders to an active damaged-road blockage,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,True,False,False,False,unknown,False,True,emergency_redirect,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV571
CLS000115,NAR000115_EN,Financial Fraud,Loan approval scam;Unauthorized charges,complaint_preparation;legal_aid_request,Freeze affected accounts and report the loan scam,ONGOING_THREAT,False,True,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV665
CLS000116,NAR000116_EN,Miscellaneous,Public nuisance dispute;Regulatory complaint,complaint_preparation;legal_aid_request,Report a local public nuisance,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Miscellaneous,Miscellaneous,Miscellaneous,REV367
CLS000117,NAR000117_EN,Financial Fraud,Cheque forgery;Document fraud;Asset misappropriation,complaint_preparation;legal_aid_request,Prepare a cheque-forgery complaint using audit records,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV903
CLS000118,NAR000118_EN,Cybercrime,Social media hacking;Credential theft,complaint_preparation,Report a social-media account breach,CASE_PREPARATION,False,False,False,online,past,False,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV455
CLS000119,NAR000119_EN,Theft and robbery,Online phishing theft;Property loss,complaint_preparation,Prepare an online phishing-theft report,CASE_PREPARATION,False,False,False,hybrid,recent,True,False,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV523
CLS000120,NAR000120_EN,Property Disputes,Land encroachment;Contested ownership,complaint_preparation;legal_aid_request,Seek mediation for a land-encroachment dispute,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV291
CLS000121,NAR000121_EN,Assault & Threats,Domestic dispute;Physical intimidation,complaint_preparation,Document intimidation during a domestic dispute,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV158
CLS000122,NAR000122_EN,Cybercrime,Identity theft;Data breach;Financial compromise,complaint_preparation;legal_aid_request,File an identity-theft cybercrime complaint,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV984
CLS000123,NAR000123_EN,Financial Fraud,Loan approval scam;Document fraud;Asset misappropriation,complaint_preparation;legal_aid_request,Prepare a loan-scam complaint using audit trails,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV916
CLS000124,NAR000124_EN,Theft and robbery,Chain snatching;Property loss,complaint_preparation,Prepare a chain-snatching report,CASE_PREPARATION,False,False,False,physical,past,True,True,False,False,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV148
CLS000125,NAR000125_EN,Cybercrime,Phishing scam;Credential compromise,complaint_preparation;legal_aid_request,Report phishing and secure compromised credentials,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,True,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV468
CLS000126,NAR000126_EN,Cybercrime,Ransomware attack;Data breach;Financial compromise,complaint_preparation;legal_aid_request,File a ransomware cybercrime complaint,CASE_PREPARATION,False,False,False,online,recent,True,True,False,False,unknown,False,True,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV309
CLS000127,NAR000127_EN,Traffic & Road Incidents,Hit and run collision;Physical injury;Vehicle damage;Road obstruction,emergency_assistance;complaint_preparation,Obtain emergency and medical help at an active collision,EMERGENCY_MEDICAL,True,True,True,physical,current,True,False,True,False,unknown,False,False,emergency_redirect,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV413
CLS000128,NAR000128_EN,Family Law,Guardianship dispute;Court-order non-compliance,legal_aid_request;lawyer_handoff,Obtain legal guidance for an ongoing guardianship dispute,LEGAL_INFORMATION,False,True,False,physical,recent,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV747
CLS000129,NAR000129_EN,Traffic & Road Incidents,Traffic signal violation dispute;Vehicle damage;Road obstruction,complaint_preparation;legal_aid_request,Document a traffic-signal collision and blockage,CASE_PREPARATION,False,False,False,physical,recent,False,False,False,False,unknown,True,True,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV353
CLS000130,NAR000130_EN,Property Disputes,Tenant-landlord conflict;Threatened escalation,complaint_preparation;legal_aid_request,Seek intervention in a tenant-landlord property dispute,CASE_PREPARATION,False,False,False,hybrid,past,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV933
CLS000131,NAR000131_EN,Consumer Disputes,Expired or contaminated goods sale;Refund refusal;Physical harm,complaint_preparation;legal_aid_request,Report unsafe goods and seek a refund,CASE_PREPARATION,False,False,False,physical,past,True,False,True,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV152
