scenario_id,scenario_title,primary_incident_family,secondary_issue_labels,scenario_facts,reference_date,incident_date,incident_time,incident_setting,location_type,jurisdiction_country,jurisdiction_state,ongoing_or_past,current_danger_status,injury_present,threat_present,property_involved,police_contacted,legal_help_requested,expected_participant_count,expected_event_count,source_type,created_by,reviewed_by,privacy_status,split
SCN000065,avoid this place fraud overcharging and hidden fees,Consumer Disputes,Overcharging and hidden fees,guys heads up do NOT buy anything from that Hotel!! just experienced a massive overcharging and hidden fees around 21:34 today. they completely cheated me on the transaction and refused a refund. super sketchy service watch out,2023-05-19,2023-05-19,21:34,Physical,Hotel,India,Uttar Pradesh,past,No,False,False,True,True,False,2,4,human_written,USR909,REV802,synthetic_no_pii,validation
SCN000066,Online phishing theft at Mobile app,Theft and robbery,Online phishing theft,"A swift incident of online phishing theft took place at the local mobile app during peak hours. The victim lost valuable items instantly, and the unidentified suspect fled immediately before any bystanders could intervene.",2023-06-08,2023-05-19,20:45,Online,Mobile app,India,Gujarat,past,No,False,True,True,False,True,3,2,synthetic_reviewed,USR686,REV714,synthetic_no_pii,test
SCN000067,Someone just committed a hit and run collision right in front of me,Traffic & Road Incidents,Hit and run collision,"So I was driving along the highway around 22:15 today, when this car suddenly sped out and caused a complete hit and run collision! The driver didn't even stop to check if anyone was hurt, they just accelerated away immediately. I'm still shaking from the shock.",2023-05-25,2023-05-22,22:15,Physical,Highway,India,Telangana,past,No,True,False,True,False,False,2,2,expert_authored,USR569,REV127,synthetic_no_pii,challenge
SCN000068,Someone just committed a illegal parking blockage right in front of me,Traffic & Road Incidents,Illegal parking blockage,"So I was driving along the alleyway around 19:29 today, when this car suddenly sped out and caused a complete illegal parking blockage! The driver didn't even stop to check if anyone was hurt, they just accelerated away immediately. I'm still shaking from the shock.",2023-06-05,2023-05-25,19:29,Physical,Alleyway,India,Delhi,past,No,False,False,True,True,False,3,1,expert_authored,USR968,REV985,synthetic_no_pii,challenge
SCN000069,Reported consumer grievance regarding false advertising and misrepresentation,Consumer Disputes,False advertising and misrepresentation,"Complainant states that on 2026-06-26 at approximately 17:06 hours, a transaction dispute involving false advertising and misrepresentation occurred at Online platform. The vendor reportedly engaged in unfair trade practices, failing to resolve the commercial non-compliance. Relevant purchase invoices have been logged.",2023-06-22,2023-05-26,17:06,Online,Online platform,India,Gujarat,recent_past,No,False,False,True,True,False,3,4,synthetic_reviewed,USR574,REV401,synthetic_no_pii,challenge
SCN000070,Matrimonial conflict involving child custody dispute,Family Law,Child custody dispute,"A family civil dispute categorized as child custody dispute manifested within a private residence at 15:35. The incident centers around contested guardianship or maintenance rights, necessitating institutional mediation under family law statues.",2023-05-30,2023-05-27,15:35,Hybrid,House,India,Maharashtra,recent_past,No,False,False,True,False,True,4,4,synthetic_reviewed,USR114,REV744,synthetic_no_pii,challenge
SCN000071,Reported matrimonial/family grievance regarding alimony and maintenance claim,Family Law,Alimony and maintenance claim,"Complainant registers a family matter notification involving an active alimony and maintenance claim at the premises. On 2026-07-09 at approximately 21:26 hours, an escalation occurred regarding legal compliance or child visitation parameters. Relevant documentation has been requested for family court presentation.",2023-06-26,2023-05-29,21:26,Online,Office,India,Delhi,past,No,False,False,True,True,True,2,2,synthetic_reviewed,USR624,REV233,synthetic_no_pii,challenge
SCN000072,Comprehensive review of online harassment & threats event,Assault & Threats,Online harassment & threats,"On the afternoon of 2026-06-30, an escalating conflict classified under online harassment & threats manifested at the specified online platform. Initial verbal friction rapidly degenerated into targeted hostility, establishing clear intent of intimidation and potential bodily harm. The victim sought refuge immediately while nearby witnesses attempted to de-escalate the situation. Security personnel were subsequently informed to review the breach of safety within the jurisdiction.",2023-06-16,2023-05-30,20:21,Online,Online platform,India,Gujarat,recent_past,No,False,True,False,False,True,3,3,expert_authored,USR468,REV249,synthetic_no_pii,train
SCN000073,urgent property issue land encroachment,Property Disputes,Land encroachment,guys please help they are trying to take over the Agricultural land right now!! experiencing a severe land encroachment since 03:11. they brought workers and are breaking down boundaries. please check if anyone can come over fast,2023-06-27,2023-05-31,03:11,Physical,Agricultural land,India,Tamil Nadu,past,No,False,False,True,True,True,3,4,synthetic_reviewed,USR911,REV195,synthetic_no_pii,challenge
SCN000074,Detailed corporate brief on localized insurance claim fraud detection,Financial Fraud,Insurance claim fraud,"On the morning of 2026-07-17, a sophisticated financial manipulation strategy matching the parameters of insurance claim fraud was discovered at the designated office around 15:27 hours. The transaction logs indicate that highly specialized methods were utilized to manipulate verification nodes, enabling the illicit diversion of capital. Internal risk assets teams have initiated emergency containment protocols while formal complaints are being forwarded to statutory economic offenses wings within the state jurisdiction.",2023-06-20,2023-05-31,15:27,Hybrid,Office,India,Maharashtra,past,No,False,False,True,False,True,3,2,expert_authored,USR855,REV876,synthetic_no_pii,challenge
SCN000075,Bystander report of a boundary dispute,Property Disputes,Illegal property possession,"The observer witnessed an intense community argument unfolding near the house around 13:06. Several individuals were actively contesting an instance of illegal property possession, with local residents stepping in to prevent physical escalation before authorities were notified.",2023-07-04,2023-06-07,13:06,Physical,House,India,Tamil Nadu,past,No,False,True,True,True,True,6,4,expert_authored,USR769,REV851,synthetic_no_pii,train
SCN000076,Someone stole my stuff at the marketplace,Theft and robbery,Pickpocketing,"So I was just standing at the marketplace around 12:35 yesterday, checking my phone, when this guy suddenly rushed past me and grabbed my belongings out of nowhere! I didn't even have time to react or see his face properly. Totally shocked.",2023-06-26,2023-06-09,12:35,Physical,Marketplace,India,Maharashtra,past,No,False,False,True,True,True,4,1,expert_authored,USR330,REV233,synthetic_no_pii,validation
SCN000077,Dealing with a messy guardianship dispute,Family Law,Guardianship dispute,"So I was waiting at the apartment around 13:34 today for my scheduled meeting, when my ex turned up and started an absolute argument over our guardianship dispute. They completely refused to abide by what the court originally decided. I'm just so drained by this ongoing legal battle.",2023-07-03,2023-06-12,13:34,Hybrid,Apartment,India,Tamil Nadu,recent_past,No,False,False,True,True,True,2,1,expert_authored,USR874,REV536,synthetic_no_pii,train
SCN000078,please help me domestic dispute urgent,Domestic Violence,Dowry harassment,he is screaming and throwing things again it's really bad dowry harassment right now at home since 03:03 hours. please call someone or come over i am hiding in the washroom right now text me back please,2023-06-25,2023-06-12,03:03,Hybrid,House,India,West Bengal,past,No,False,True,False,True,False,3,2,synthetic_reviewed,USR455,REV693,synthetic_no_pii,test
SCN000079,Witness account of chain snatching,Theft and robbery,Chain snatching,"The observer noticed two suspicious individuals loitering near the road around 08:06. Shortly after, they approached the victim from behind, forcefully committed chain snatching, and fled the scene on a two-wheeler heading north.",2023-06-16,2023-06-14,08:06,Physical,Road,India,Gujarat,recent_past,No,False,True,True,True,True,4,4,synthetic_reviewed,USR897,REV368,synthetic_no_pii,train
SCN000080,Real estate dispute involving inheritance property claim,Property Disputes,Inheritance property claim,"A property conflict classified under inheritance property claim was documented at the plot at 10:41. The dispute involves contested boundaries and ownership titles, requiring civil or criminal mediation to preserve public order.",2023-06-27,2023-06-16,10:41,Hybrid,Plot,India,Maharashtra,recent_past,No,False,True,True,False,True,6,3,synthetic_reviewed,USR201,REV637,synthetic_no_pii,test
SCN000081,Formal Grievance: Violation of Labor Rights - Breach of employment contract,Employment/Labour,Breach of employment contract,"Dear Human Resources and Labor Commissioner, I am writing to formally lodge a grievance regarding the ongoing pattern of breach of employment contract within the Online platform. The definitive breach transpired on 2026-07-06 at 04:43 hours, violating explicit terms of my employment contract and local statutory codes.",2023-07-05,2023-06-17,04:43,Online,Online platform,India,Tamil Nadu,recent_past,No,False,False,True,True,False,2,1,synthetic_reviewed,USR145,REV188,synthetic_no_pii,validation
