answer_id,question_id,narrative_id,language,answer_text_original,answer_text_normalised,answer_type,updated_slot_name,updated_slot_value,answer_certainty,introduces_new_event,introduces_new_entity,introduces_contradiction,completeness_before,completeness_after,accepted_as_gold,reviewer_id
ANS000093,Q000093_hiLatn,NAR000012_EN,hi-Latn,"expired or contaminated goods sale Shop par 2023-01-25 ko 02:32 ke aas-paas, payment information ke liye mera answer hai: Payment was made before the dispute, and I can provide the receipt or screenshot.","payment was made before the dispute, and i can provide the receipt or screenshot",text,payment_information,"Payment was made before the dispute, and I can provide the receipt or screenshot",certain,False,False,False,0.35,0.67,True,REV805
ANS000094,Q000094_en,NAR000012_EN,en,"For the expired or contaminated goods sale at Shop on 2023-01-25 around 02:32, my answer for refund or remedy requested is: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV805
ANS000095,Q000095_hi,NAR000012_EN,hi,"expired or contaminated goods sale Shop par 2023-01-25 ko 02:32 ke aas-paas, refund or remedy requested ke liye mera jawab hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV805
ANS000096,Q000096_hiLatn,NAR000012_EN,hi-Latn,"expired or contaminated goods sale Shop par 2023-01-25 ko 02:32 ke aas-paas, refund or remedy requested ke liye mera answer hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV805
ANS000097,Q000097_en,NAR000013_EN,en,"For the overcharging and hidden fees at Shop on 2023-01-25 around 03:09, my answer for product or service is: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV882
ANS000098,Q000098_hi,NAR000013_EN,hi,"overcharging and hidden fees Shop par 2023-01-25 ko 03:09 ke aas-paas, product or service ke liye mera jawab hai: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV882
ANS000099,Q000099_hiLatn,NAR000013_EN,hi-Latn,"overcharging and hidden fees Shop par 2023-01-25 ko 03:09 ke aas-paas, product or service ke liye mera answer hai: extra service charges.",extra service charges,text,product_or_service,extra service charges,approximate,False,False,False,0.60,0.84,True,REV882
ANS000100,Q000100_en,NAR000013_EN,en,"For the overcharging and hidden fees at Shop on 2023-01-25 around 03:09, my answer for refund or remedy requested is: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV882
ANS000101,Q000101_hi,NAR000013_EN,hi,"overcharging and hidden fees Shop par 2023-01-25 ko 03:09 ke aas-paas, refund or remedy requested ke liye mera jawab hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV882
ANS000102,Q000102_hiLatn,NAR000013_EN,hi-Latn,"overcharging and hidden fees Shop par 2023-01-25 ko 03:09 ke aas-paas, refund or remedy requested ke liye mera answer hai: yes.",yes,boolean,refund_or_remedy_requested,yes,certain,True,False,False,0.35,0.67,True,REV882
ANS000103,Q000103_en,NAR000014_EN,en,"For the reckless driving confrontation at Road on 2023-01-26 around 18:17, my answer for vehicle details is: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV352
ANS000104,Q000104_hi,NAR000014_EN,hi,"reckless driving confrontation Road par 2023-01-26 ko 18:17 ke aas-paas, vehicle details ke liye mera jawab hai: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV352
ANS000105,Q000105_hiLatn,NAR000014_EN,hi-Latn,"reckless driving confrontation Road par 2023-01-26 ko 18:17 ke aas-paas, vehicle details ke liye mera answer hai: A white car was involved, but I could not note the full number.","a white car was involved, but i could not note the full number",text,vehicle_details,"A white car was involved, but I could not note the full number",unsure,False,False,False,0.60,0.72,True,REV352
ANS000106,Q000106_en,NAR000015_EN,en,"For the insurance claim fraud at Online platform on 2023-01-28 around 17:39, my answer for documents or audit trail is: I can provide more details, but I need to check the exact information.","i can provide more details, but i need to check the exact information",text,documents_or_audit_trail,"I can provide more details, but I need to check the exact information",unsure,False,False,False,0.55,0.67,True,REV881
ANS000107,Q000107_hi,NAR000015_EN,hi,"insurance claim fraud Online platform par 2023-01-28 ko 17:39 ke aas-paas, documents or audit trail ke liye mera jawab hai: I can provide more details, but I need to check the exact information.","i can provide more details, but i need to check the exact information",text,documents_or_audit_trail,"I can provide more details, but I need to check the exact information",unsure,False,False,False,0.55,0.67,True,REV881
ANS000108,Q000108_hiLatn,NAR000015_EN,hi-Latn,"insurance claim fraud Online platform par 2023-01-28 ko 17:39 ke aas-paas, documents or audit trail ke liye mera answer hai: I can provide more details, but I need to check the exact information.","i can provide more details, but i need to check the exact information",text,documents_or_audit_trail,"I can provide more details, but I need to check the exact information",unsure,False,False,False,0.55,0.67,True,REV881
ANS000109,Q000109_en,NAR000015_EN,en,"For the insurance claim fraud at Online platform on 2023-01-28 around 17:39, my answer for institution notified is: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV881
ANS000110,Q000110_hi,NAR000015_EN,hi,"insurance claim fraud Online platform par 2023-01-28 ko 17:39 ke aas-paas, institution notified ke liye mera jawab hai: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV881
ANS000111,Q000111_hiLatn,NAR000015_EN,hi-Latn,"insurance claim fraud Online platform par 2023-01-28 ko 17:39 ke aas-paas, institution notified ke liye mera answer hai: no.",no,boolean,institution_notified,no,certain,True,False,False,0.55,0.87,True,REV881
ANS000112,Q000112_en,NAR000016_EN,en,"For the economic deprivation at Apartment on 2023-01-29 around 05:45, my answer for relationship to offender is: family member.",family member,text,relationship_to_offender,family member,approximate,False,True,False,0.60,0.84,True,REV504
ANS000113,Q000113_hi,NAR000016_EN,hi,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, relationship to offender ke liye mera jawab hai: family member.",family member,text,relationship_to_offender,family member,approximate,False,True,False,0.60,0.84,True,REV504
ANS000114,Q000114_hiLatn,NAR000016_EN,hi-Latn,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, relationship to offender ke liye mera answer hai: family member.",family member,text,relationship_to_offender,family member,approximate,False,True,False,0.60,0.84,True,REV504
ANS000115,Q000115_en,NAR000016_EN,en,"For the economic deprivation at Apartment on 2023-01-29 around 05:45, my answer for current shelter safety is: safe.",safe,boolean,current_shelter_safety,safe,approximate,False,False,False,0.60,0.84,True,REV504
ANS000116,Q000116_hi,NAR000016_EN,hi,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, current shelter safety ke liye mera jawab hai: safe.",safe,boolean,current_shelter_safety,safe,approximate,False,False,False,0.60,0.84,True,REV504
ANS000117,Q000117_hiLatn,NAR000016_EN,hi-Latn,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, current shelter safety ke liye mera answer hai: safe.",safe,boolean,current_shelter_safety,safe,approximate,False,False,False,0.60,0.84,True,REV504
ANS000118,Q000118_en,NAR000016_EN,en,"For the economic deprivation at Apartment on 2023-01-29 around 05:45, my answer for children or dependents is: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV504
ANS000119,Q000119_hi,NAR000016_EN,hi,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, children or dependents ke liye mera jawab hai: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV504
ANS000120,Q000120_hiLatn,NAR000016_EN,hi-Latn,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, children or dependents ke liye mera answer hai: unsure.",unsure,boolean,children_or_dependents,unsure,unsure,False,False,False,0.55,0.67,True,REV504
ANS000121,Q000121_en,NAR000016_EN,en,"For the economic deprivation at Apartment on 2023-01-29 around 05:45, my answer for injury or medical need is: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV504
ANS000122,Q000122_hi,NAR000016_EN,hi,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, injury or medical need ke liye mera jawab hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV504
ANS000123,Q000123_hiLatn,NAR000016_EN,hi-Latn,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, injury or medical need ke liye mera answer hai: No visible injury, but I want to confirm if medical documentation is needed.","no visible injury, but i want to confirm if medical documentation is needed",text,injury_or_medical_need,"No visible injury, but I want to confirm if medical documentation is needed",certain,False,False,False,0.35,0.67,True,REV504
ANS000124,Q000124_en,NAR000016_EN,en,"For the economic deprivation at Apartment on 2023-01-29 around 05:45, my answer for evidence available is: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV504
ANS000125,Q000125_hi,NAR000016_EN,hi,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, evidence available ke liye mera jawab hai: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV504
ANS000126,Q000126_hiLatn,NAR000016_EN,hi-Latn,"economic deprivation Apartment par 2023-01-29 ko 05:45 ke aas-paas, evidence available ke liye mera answer hai: I have photos and messages related to the incident.",i have photos and messages related to the incident,text,evidence_available,I have photos and messages related to the incident,certain,False,False,False,0.55,0.87,True,REV504
