evaluation_id,case_id,evaluator_id,evaluator_role,classification_correctness,entity_extraction_correctness,event_extraction_correctness,timeline_correctness,missing_question_relevance,question_clarity,question_sensitivity,summary_completeness,summary_factuality,hallucination_present,legal_source_relevance,citation_correctness,overall_clarity,professional_usefulness,user_usefulness,comments,evaluation_date
HEVAL000327,GOUT000147_EN,EVAL_LEGAL_REVIEWER_013,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 327: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000328,GOUT000148_EN,EVAL_NLP_014,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 328: Miscellaneous label for public nuisance dispute is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: risk_to_public | optional: item_or_property_affected, authority_to_contact.",2026-07-20
HEVAL000329,GOUT000148_EN,EVAL_ORDINARY_USER_014,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 329: Summary is understandable for the public nuisance dispute matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000330,GOUT000148_EN,EVAL_LEGAL_REVIEWER_014,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 330: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000331,GOUT000149_EN,EVAL_NLP_015,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 331: Assault & Threats label for physical altercation is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: missing: threat_or_attack_description, injury_details | optional: alleged_offender_identity, safe_place_available, medical_help_status.",2026-07-20
HEVAL000332,GOUT000149_EN,EVAL_ORDINARY_USER_015,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 332: Summary is understandable for the physical altercation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000333,GOUT000149_EN,EVAL_LEGAL_REVIEWER_015,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 333: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000334,GOUT000150_EN,EVAL_NLP_016,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 334: Traffic & Road Incidents label for drunk driving accident is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: partially_provided: vehicle_details | optional: offending_vehicle_left.",2026-07-20
HEVAL000335,GOUT000150_EN,EVAL_ORDINARY_USER_016,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 335: Summary is understandable for the drunk driving accident matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000336,GOUT000150_EN,EVAL_LEGAL_REVIEWER_016,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 336: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_TRAFFIC_ACCIDENT_001;LP_HIT_AND_RUN_001;LP_MOTOR_CLAIM_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000337,GOUT000152_EN,EVAL_NLP_017,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 337: Theft and robbery label for vehicle theft is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, property_description | missing: ownership_information, force_or_threat_used | optional: suspect_description.",2026-07-20
HEVAL000338,GOUT000152_EN,EVAL_ORDINARY_USER_017,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 338: Summary is understandable for the vehicle theft matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000339,GOUT000152_EN,EVAL_LEGAL_REVIEWER_017,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 339: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_FIR_PROCESS_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000340,GOUT000154_EN,EVAL_NLP_018,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 340: Family Law label for restitution of conjugal rights is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: optional: financial_support_issue, urgent_motion_needed | missing: violence_or_safety_concern.",2026-07-20
HEVAL000341,GOUT000154_EN,EVAL_ORDINARY_USER_018,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 341: Summary is understandable for the restitution of conjugal rights matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000342,GOUT000154_EN,EVAL_LEGAL_REVIEWER_018,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 342: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FAMILY_COURT_001;LP_CHILD_CUSTODY_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000343,GOUT000156_EN,EVAL_NLP_019,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 343: Employment/Labour label for breach of employment contract is consistent; 1 linked entity mentions, 2 event rows, and 6 follow-up prompts support the generated output. Remaining gap noted: optional: employment_documents, internal_complaint_status.",2026-07-20
HEVAL000344,GOUT000156_EN,EVAL_ORDINARY_USER_019,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 344: Summary is understandable for the breach of employment contract matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000345,GOUT000156_EN,EVAL_LEGAL_REVIEWER_019,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 345: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_LABOUR_COMPLAINT_001;LP_WAGE_CLAIM_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000346,GOUT000157_EN,EVAL_NLP_020,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 346: Assault & Threats label for verbal intimidation is consistent; 1 linked entity mentions, 2 event rows, and 18 follow-up prompts support the generated output. Remaining gap noted: missing: threat_or_attack_description, injury_details | optional: alleged_offender_identity, witness_available, safe_place_available, medical_help_status.",2026-07-20
HEVAL000347,GOUT000157_EN,EVAL_ORDINARY_USER_020,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 347: Summary is understandable for the verbal intimidation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000348,GOUT000157_EN,EVAL_LEGAL_REVIEWER_020,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 348: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000349,GOUT000158_EN,EVAL_NLP_021,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 349: Property Disputes label for illegal property possession is consistent; 1 linked entity mentions, 2 event rows, and 9 follow-up prompts support the generated output. Remaining gap noted: partially_provided: property_type, ownership_documents, current_possession.",2026-07-20
HEVAL000350,GOUT000158_EN,EVAL_ORDINARY_USER_021,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 350: Summary is understandable for the illegal property possession matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000351,GOUT000158_EN,EVAL_LEGAL_REVIEWER_021,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 351: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_PROPERTY_DISPUTE_001;LP_CRIME_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000352,GOUT000161_EN,EVAL_NLP_022,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 352: Financial Fraud label for cheque forgery is consistent; 1 linked entity mentions, 2 event rows, and 3 follow-up prompts support the generated output. Remaining gap noted: optional: documents_or_audit_trail.",2026-07-20
HEVAL000353,GOUT000161_EN,EVAL_ORDINARY_USER_022,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 353: Summary is understandable for the cheque forgery matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000354,GOUT000161_EN,EVAL_LEGAL_REVIEWER_022,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 354: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_FINANCIAL_CYBER_FRAUD_001;LP_CYBER_REPORTING_001;LP_DIGITAL_EVIDENCE_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000355,GOUT000162_EN,EVAL_NLP_023,NLP,4,4,4,5,4,4,4,4,5,False,4,4,4,4,4,"NLP review 355: Domestic Violence label for spousal physical abuse is consistent; 1 linked entity mentions, 2 event rows, and 15 follow-up prompts support the generated output. Remaining gap noted: partially_provided: relationship_to_offender, current_shelter_safety | optional: children_or_dependents, evidence_available | missing: injury_or_medical_need.",2026-07-20
HEVAL000356,GOUT000162_EN,EVAL_ORDINARY_USER_023,ordinary user,4,4,4,4,5,5,4,4,5,False,3,3,4,3,5,User review 356: Summary is understandable for the spousal physical abuse matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000357,GOUT000162_EN,EVAL_LEGAL_REVIEWER_023,legal reviewer,4,4,4,5,5,4,4,4,5,False,4,4,4,5,4,"Legal review 357: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_DOMESTIC_VIOLENCE_001;LP_EMERGENCY_HELP_001;LP_LEGAL_AID_001. Further lawyer review should verify source text before deployment.",2026-07-20
HEVAL000358,GOUT000163_EN,EVAL_NLP_024,NLP,4,4,4,5,4,4,5,4,5,False,4,4,4,4,4,"NLP review 358: Assault & Threats label for physical altercation is consistent; 2 linked entity mentions, 2 event rows, and 12 follow-up prompts support the generated output. Remaining gap noted: missing: threat_or_attack_description | optional: witness_available, safe_place_available, medical_help_status.",2026-07-20
HEVAL000359,GOUT000163_EN,EVAL_ORDINARY_USER_024,ordinary user,4,4,4,4,5,5,5,4,5,False,3,3,4,3,5,User review 359: Summary is understandable for the physical altercation matter and the checklist gives practical next steps. The remaining questions are clear enough to answer without legal vocabulary.,2026-07-20
HEVAL000360,GOUT000163_EN,EVAL_LEGAL_REVIEWER_024,legal reviewer,4,4,4,5,5,4,5,4,5,False,4,4,4,5,4,"Legal review 360: Draft keeps allegations conditional, does not claim guilt or FIR filing, and cites LP_CRIME_REPORTING_001;LP_EMERGENCY_HELP_001;LP_FIR_PROCESS_001. Further lawyer review should verify source text before deployment.",2026-07-20
